"created_at","text","len","likes","RTs","user_name"
"2021-06-13 23:59:15","@MarthaChavezC @ONPE_oficial Estas elecciones han sido un #FraudeEnMesa desde la 1era vuelta…. Anulen las elecciones","7","3","la_charapita"
"2021-06-13 23:58:21","@DavidU1924 @MarthaChavezC ¡Cuantas actas mas hay así! @ONPE_oficial @JNE_Peru @KeikoFujimori… https://t.co/hzRMTq6Wi8","12","0","DPostigo50"
"2021-06-13 23:54:00","@ONPE_oficial @alecosta @kennethsanchezg La @ONPE_oficial  esta lleno de parásitos corruptos izquierdosos. Vamos a… https://t.co/wAJpn5A1wp","1","0","AleGayoso2"
"2021-06-13 23:46:08","@JNE_Peru @tuesta @fidh_es PERDIERON CREDIBILIDAD DEL PROCESO ELECTORAL! CANDIDAT@ QUE NOMBREN SERÁ ILEGITIMO PARA… https://t.co/OT3ni40wu7","0","0","E062020"
"2021-06-13 23:45:14","@susanaabad @MarleneChG1 Con el #FraudeEnMesa","0","0","HILARYCAMPOVER2"
"2021-06-13 23:44:10","@IndiraHuilca Yo no vi a nadie destilar odio en la marcha de ayer Indira. Deja de querer dividir a los peruanos. Lo… https://t.co/uIeTW1ZJQY","0","0","TheRealGuille82"
"2021-06-13 23:41:06","@Tgiusseppe @ONPE_oficial @KeikoFujimori Seguro dirán error material. Van a cubrir toda ineficiencia q permitió el… https://t.co/eflOmHNN6b","1","1","NANKARINA5"
"2021-06-13 23:39:10","#fraudeEnMesa una más de las miles fraudulentas. https://t.co/0sAp3h6y5j","2","1","yzarich"
"2021-06-13 23:37:15","@amariateguibnof Ya es el colmo el pulpo que ha resultado Perú Libre !!! #FraudeEnMesa #NulidadDeElecciones🇵🇪","8","4","Juaniperezc"
"2021-06-13 23:37:03","@America24Horas @KeikoFujimori Han anulado actas sistematicamente contra FP.
#FraudeEnMesa
#SalasArenasChallapalcaTeEspera","0","0","GabrielOmarPM"
"2021-06-13 23:37:02","@gissela_acostag @janet52315086 @marialecampos @martinhidalgo @JMVillalobosCam @tuesta Se presentó las 802 pero el… https://t.co/TrHnbDRSSD","0","0","NANKARINA5"
"2021-06-13 23:34:05","@JNE_Peru @mardewe @Frospigliosi @fidh_es Para eso están rápiditos pero para el #FraudeEnMesa andan tortugas!","0","0","GermanRodCub"
"2021-06-13 23:29:16","@felxs01 @neyra_u @3001rafa @ONPE_oficial Pidan las cabezas de los jefes de ONPE, JNE estan corrompiendo la volunta… https://t.co/wkth4jMYAD","1","0","katazz7"
"2021-06-13 23:27:47","Este proceso electoral está viciado desde sus inicios! O se solicita auditoría TOTAL o que lo declaren NULO por irr… https://t.co/TniZt9ItA9","4","3","skorpiona_peru"
"2021-06-13 23:25:51","#FraudeEnMesa eso es lo que quería Cerron ahora no hay duda que él va a ser quien gobierne si gana Pedro Castillo,… https://t.co/QCrYNsiuRI","0","0","Alonso210421"
"2021-06-13 23:25:48","@DanielUrresti1 Ya nos habíamos olvidado del caso de asesinato al periodista Bustíos. Gracias por recordar. Nos lib… https://t.co/cZKo5ni6qK","1","0","la_charapita"
"2021-06-13 23:25:20","@ONPE_oficial Que genio anulan la votacion para ambos pero eso favorece a castillo #FraudeEnMesa","0","0","Manuel_sx4"
"2021-06-13 23:25:18","Vete a la mi**** alcahuete, sobon de los gbnos corruptos.  
#MiVotoPorKeikoSeRespeta carajo 
Aún no termina el cont… https://t.co/Soo45mdLoF","6","2","milton4023"
"2021-06-13 23:25:06","Somos libres, seamos lo siempre!!!!!!!!
#TeQuieroPerú
#RespetaMiVoto
#FraudeEnMesa
#NoAlComunismo https://t.co/hJsnYQ2y6L","5","5","fppueblolibre"
"2021-06-13 23:20:52","@GabMarquina @rmapalacios Mira piensa un poquito más, tu puedes.. no te parcialices y hables cuál te conviene.. ahí… https://t.co/MxQOC4FC8b","0","0","Joseph_Fep"
"2021-06-13 23:19:24","@patarevalo No se cómo está señora postuló a la vicepresidencia de una organización. No entiende que le cerraron el… https://t.co/21qS20mW4P","1","1","la_charapita"
"2021-06-13 23:16:29","@GabMarquina @rmapalacios La q termina aburriendo eres tu, para tu conocimiento Ipsos daba ganadora a Keiko el sába… https://t.co/4YcyCpXEC5","0","0","Joseph_Fep"
"2021-06-13 23:15:15","@ArmasLove7 @ONPE_oficial Así es, la derecha es democracia y libre expresión.
La izquierd@ = lanzan pierdr@s… https://t.co/SICUaUn7FO","0","0","MarioDa98179294"
"2021-06-13 23:15:10","Revisando las Actas de las Mesa de Votación y verificando si todo estuvo en regla o sino para denunciar 🤔🤓... Obvia… https://t.co/6tzLit6HcQ","0","0","MISTER10DJ"
"2021-06-13 23:11:22","@JNE_Peru Fuera Corruptos!! #SacateElSombrero #FraudeEnMesa #RespetaMiVoto","0","0","Claudiafio76"
"2021-06-13 23:11:09","@FrankCr79373752 @ONPE_oficial Hay actas con irregularidades.
Los votos con el aspa son correctas pero han realizad… https://t.co/LUOWQ4zhUY","0","0","MarioDa98179294"
"2021-06-13 23:06:21","Este Proceso Electoral está viciado desde sus inicios! O se solicita auditoría TOTAL o que lo declaren NULO por irr… https://t.co/ucY02WQADL","1","0","skorpiona_peru"
"2021-06-13 23:02:50","@JNE_Peru @fidh_es Una vergüenza el @JNE_Peru,tiene que recurrir a ONGs de izquierda para legitimar su #fraudeenmesa","0","0","Maxhenrry"
"2021-06-13 23:01:34","#FraudeEnMesa @milytakayama @patty_juarez_  @PFuerzaPopular @Almagro_OEA2015 @OEA_oficial @UEenPeru ¡ESCÁNDALO AL D… https://t.co/FBKqYHsDTr","0","0","Milenadovil"
"2021-06-13 23:00:37","@MarthaChavezC @ONPE_oficial Siempre personal de la Onpe ingresa y dice empiecen escrutinio y luego q terminan avis… https://t.co/WypiVVCQr2","3","1","DaliaGallardo5"
"2021-06-13 23:00:33","Todo aquel que sepa o haya actuado o prestado su persona para #FraudeEnMesa colabore explicando cómo se actuó y qui… https://t.co/KgrLk0eTg5","0","0","JOSELUISENCISOT"
"2021-06-13 23:00:28","@brunoschaaf Jajajajaja bajo tu lógica entonces hay que anular las votaciones en las mesas de miami, San Isidro y o… https://t.co/Zmq78vFOb0","0","0","Raidrako"
"2021-06-13 22:59:22","@marialecampos @martinhidalgo @JMVillalobosCam @tuesta Falta anular todo por fraude electoral #FraudeEnMesa","0","0","Manuel_sx4"
"2021-06-13 22:57:37","@oscardiazperu Proclamar un presidente con fraude es el unico papelon #FraudeEnMesa","0","0","Manuel_sx4"
"2021-06-13 22:55:20","El encargado de Economía del CAL (Oscar Collazos) con Pedro Castillo.
Por eso sabotearon la elección de Javier Vill… https://t.co/jO0z33Ptc9","979","540","amariateguibnof"
"2021-06-13 22:48:25","#FRAUDEENMESA envió una chica revisen si es cierto https://t.co/5AB9urmBIr","0","0","05e53cd3f946415"
"2021-06-13 22:42:16","@JNE_Peru @fidh_es Que se vayan a meter sus narices comunistas a Cuba, Nicaragua o Venezuela.
Esta no es su chacra.… https://t.co/x7dMEC9S8y","1","0","meilideyu"
"2021-06-13 22:35:27","A ellos 2 el monumento ! 🙌💜

#FraudeEnMesa #RespetaMiVoto https://t.co/syPpeE20sU","1","0","Ceci_VasquezD"
"2021-06-13 22:34:26","Se han dado cuenta q los caviares han salido hoy con la narrativa de q supuestamente todo está consumado y q Castil… https://t.co/IHnGaNQQku","0","0","debonasandra"
"2021-06-13 22:33:41","@fidh_es @OEA_oficial @CIDH @ComisionEuropea @UNIORE No buscamos MODIFICAR nada, buscamos que CADA VOTO CUENTE… y q… https://t.co/bRs1nBTeFq","0","0","micaelaelias"
"2021-06-13 22:30:04","@LyA800 @rmapalacios @IDL_Rivera No te das todavía cuenta del fraude descarado.. q ganen uno u otro sí, pero legalm… https://t.co/ZtC88FbbbQ","0","0","Joseph_Fep"
"2021-06-13 22:29:37","No son hechos aislados. Es una organización creada para robarase los votos de la democracia. #FraudeEnMesa y la… https://t.co/ZpXwBI1eRj","1","0","Milenadovil"
"2021-06-13 22:29:07","@GiTototito @raulricharte81 @KeikoFujimori NO al #FraudeEnMesa de los rojos malditos","0","0","MarcTerec"
"2021-06-13 22:26:56","@fitoflores @halita123 La brigadier del colegio siempre sale mal parada #FraudeEnMesa #NuevasElecciones #Fraude https://t.co/QKXtea1Q1y","3","1","GeorgeG26475233"
"2021-06-13 22:23:30","@ONPE_oficial @OEA_oficial Qué raro noo? donde gana Keiko se anulan,  pero si gaba Castillo suman........#FraudeEnMesa.","0","0","felipachi58"
"2021-06-13 22:19:14","@JNE_Peru @fidh_es Observadores de venezuela argentina brasil todos comunistas #FraudeEnMesa","0","0","james670803"
"2021-06-13 22:19:02","@EdithG_7 Un plan siniestro...pero no pasarán!!
#FraudeEnMesa 
#RespetaMiVoto","0","0","GanozaMonica"
"2021-06-13 22:14:51","@exitosape Se Aceptaría con hidalguia..! Pero hay muchos indicios comprobables que se hubo #fraudeenMesa  y la… https://t.co/CqsN69ZrBQ","0","1","cruz23_r"
"2021-06-13 22:13:59","@ONPE_oficial @ONPE_oficial  no está respetando a los Peruanos. La mayoría estamos encontrando irregularidades… https://t.co/Jrp5SozQb3","6","5","AleGayoso2"
"2021-06-13 22:13:55","@JovenesKonKeiko @JNE_Peru Y que constituye entonces? Han cambiado todos los números que hacían ganadora a Keiko.… https://t.co/SmcW7SK8JE","0","0","LdF81076681"
"2021-06-13 22:12:43","@opinioncandela SI hubo #FraudeEnMesa y no solo ahora tb paso el 2016","0","0","MarcTerec"
"2021-06-13 22:12:17","@ExpresoPeru Ha interferido en las elecciones presidenciales cosa que esta penada. Fraude!! #FraudeEnMesa","0","0","LdF81076681"
"2021-06-13 22:12:01","FUEGOOOO !!! 🔥🔥🔥

#FraudeEnMesa #RespetaMiVoto https://t.co/WIUMMMWsDW","0","0","Ceci_VasquezD"
"2021-06-13 22:11:53","@rmapalacios Señora por favor, usted no es la ONPE para anunciar al ganador. Muestre imparcialidad. Me recuerda a l… https://t.co/uy7xZpw9aA","1","0","SilviaICastroV"
"2021-06-13 22:11:38","@ONPE_oficial #OnpePerdieronCredibilidad..
El Perú ya reaccionó ustedes mienten y quieren vernos a todos los peruan… https://t.co/f5mrRWBWVl","1","1","FracardTv"
"2021-06-13 22:05:17","@JNE_Peru @fidh_es No hay resultados. Y lo que se ha visto y con evidencia es #FraudeEnMesa y el Fraude… https://t.co/6NTZXcbSIe","1","0","AleGayoso2"
"2021-06-13 22:04:41","@noakeiko @vvigilante Viniendo de ello no me sorprende #FraudeEnMesa https://t.co/cZiOlSEf3I","0","0","LADYRUIZ"
"2021-06-13 22:04:23","@MIKI_Torres_ en la vista del angulo opuesto se ven los mas d 100,000 patriotas q fuimos a esta marcha dl NO al… https://t.co/a7LHc583Ju","0","0","MarcTerec"
"2021-06-13 22:03:37","El error material para la ONPE es que Fuerza popular tiene 173 votos. Ya no solo es #FraudeEnMesa es… https://t.co/2pfrQd0lMR","0","0","javier_marreros"
"2021-06-13 22:03:32","Cacerolazo Nacional 🇵🇪🇵🇪🇵🇪
Hoy domingo 13 a las 8:00 pm
#PorLaLibertad #PorLaDemocracia #PorLaPaz #NoAlTerrorismo… https://t.co/Ss2nmJtzNl","0","0","Mily_Roxy"
"2021-06-13 22:02:38","Se debería apelar esta acta ! Ojalá lo hayan hecho, yo entiendo que si. 

#FraudeEnMesa #RespetaMiVoto https://t.co/k3ocagBt6A","0","0","Ceci_VasquezD"
